,movieId,rating
447,2692,5.0
448,2712,2.0
449,2762,4.0
450,2763,1.0
451,2770,2.0
452,2791,5.0
453,2843,5.0
454,2858,5.0
455,2874,4.0
456,2921,4.0
457,2926,5.0
458,2959,2.0
459,2973,2.0
460,2997,4.0
461,3033,4.0
462,3044,5.0
463,3060,4.0
464,3079,3.0
465,3083,5.0
466,3160,4.0
467,3175,1.0
468,3176,4.0
469,3204,4.0
470,3255,4.0
471,3317,4.0
472,3358,3.0
473,3365,5.0
474,3386,4.0
475,3408,4.0
476,3481,2.0
477,3489,1.0
478,3508,5.0
479,3538,2.0
480,3591,1.0
481,3788,3.0
482,3809,3.0
483,3851,5.0
484,3897,4.0
485,3911,3.0
486,3967,4.0
487,3996,4.0
488,4002,3.0
489,4014,1.0
490,4020,3.0
491,4021,4.0
492,4027,3.0
493,4029,3.0
494,4033,4.0
495,4034,5.0
496,4074,3.0
497,4121,4.0
498,4144,3.0
499,4166,3.0
500,4226,2.0
501,4239,5.0
502,4246,4.0
503,4252,3.0
504,4260,2.0
505,4273,4.0
506,4308,1.0
507,4347,4.0
508,4381,3.0
509,4641,1.0
510,4741,3.0
511,4765,5.0
512,4881,3.0
513,4896,4.0
514,4902,4.0
515,4967,5.0
516,1,4.0
517,21,4.0
518,34,4.0
519,36,4.0
520,39,3.0
521,50,4.0
522,58,5.0
523,110,4.0
524,150,3.0
525,153,3.0
526,232,4.0
527,247,5.0
528,253,3.0
529,261,4.0
530,265,3.0
531,266,1.0
532,290,5.0
533,296,5.0
534,300,3.0
535,316,2.0
536,318,3.0
537,344,3.0
538,349,3.0
539,357,2.0
540,364,3.0
541,367,4.0
542,380,2.0
543,410,3.0
544,457,4.0
545,474,4.0
546,475,5.0
547,515,3.0
548,527,5.0
549,531,4.0
550,534,3.0
551,588,4.0
552,589,3.0
553,590,5.0
554,592,3.0
555,594,5.0
556,595,5.0
557,596,5.0
558,597,3.0
559,608,3.0
560,2,4.0
561,3,5.0
562,4,3.0
563,5,5.0
564,6,4.0
565,7,4.0
566,8,3.0
567,10,3.0
568,11,4.0
569,13,3.0
570,15,4.0
571,16,4.0
572,17,4.0
573,19,2.0
574,21,2.0
575,22,5.0
576,24,4.0
577,25,3.0
578,26,4.0
579,27,3.0
580,31,3.0
581,32,4.0
582,34,4.0
583,36,5.0
584,41,4.0
585,43,4.0
586,45,3.0
587,46,4.0
588,47,4.0
589,50,1.0
590,54,4.0
591,60,4.0
592,61,4.0
593,62,4.0
594,65,3.0
595,66,3.0
596,76,4.0
597,79,3.0
598,86,5.0
599,87,3.0
600,88,2.0
601,89,4.0
602,92,4.0
603,93,4.0
604,95,4.0
605,100,3.0
606,102,1.0
607,104,4.0
608,105,3.0
609,110,5.0
610,112,4.0
611,113,3.0
612,126,3.0
613,135,3.0
614,140,3.0
615,141,4.0
616,145,4.0
617,146,4.0
618,150,4.0
619,151,4.0
620,153,3.0
621,158,4.0
622,159,3.0
623,160,5.0
624,161,3.0
625,163,3.0
626,165,3.0
627,168,5.0
628,170,3.0
629,171,3.0
630,174,3.0
631,177,3.0
632,179,1.0
633,180,2.0
634,181,3.0
635,185,3.0
636,186,3.0
637,189,3.0
638,191,2.0
639,195,4.0
640,196,3.0
641,201,3.0
642,204,3.0
643,205,3.0
644,207,4.0
645,208,3.0
646,209,3.0
647,210,4.0
648,212,4.0
649,216,4.0
650,217,3.0
651,218,2.0
652,219,3.0
653,222,4.0
654,224,3.0
655,225,4.0
656,230,5.0
657,231,3.0
658,234,2.0
659,236,4.0
660,237,4.0
661,239,3.0
662,240,3.0
663,243,3.0
664,248,5.0
665,250,4.0
666,251,3.0
667,252,4.0
668,253,3.0
669,254,3.0
670,256,3.0
671,257,5.0
672,258,3.0
673,261,4.0
674,262,5.0
675,265,3.0
676,266,3.0
677,267,3.0
678,270,3.0
679,271,4.0
680,273,3.0
681,274,4.0
682,276,4.0
683,277,5.0
684,279,3.0
685,281,4.0
686,282,3.0
687,288,2.0
688,289,3.0
689,291,3.0
690,292,4.0
691,293,3.0
692,296,2.0
693,302,3.0
694,303,3.0
695,304,4.0
696,310,3.0
697,312,1.0
698,313,3.0
699,314,5.0
700,315,4.0
701,316,5.0
702,317,4.0
703,318,5.0
704,327,1.0
705,329,4.0
706,330,3.0
707,332,3.0
708,333,5.0
709,336,3.0
710,337,5.0
711,339,4.0
712,340,4.0
713,342,3.0
714,343,3.0
715,344,3.0
716,347,3.0
717,348,3.0
718,349,5.0
719,350,5.0
720,351,4.0
721,352,3.0
722,353,4.0
723,354,4.0
724,355,4.0
725,356,5.0
726,357,3.0
727,358,3.0
728,359,3.0
729,360,3.0
730,361,4.0
731,362,3.0
732,364,5.0
733,366,3.0
734,367,4.0
735,368,5.0
736,370,4.0
737,371,3.0
738,374,3.0
739,377,5.0
740,378,3.0
741,380,4.0
742,381,3.0
743,382,3.0
744,383,3.0
745,405,3.0
746,410,3.0
747,412,3.0
748,415,4.0
749,416,3.0
750,419,3.0
751,426,3.0
752,432,5.0
753,434,4.0
754,435,3.0
755,437,3.0
756,440,4.0
757,445,3.0
758,450,4.0
759,454,4.0
760,455,3.0
761,457,5.0
762,458,3.0
763,460,3.0
764,466,2.0
765,468,4.0
766,469,4.0
767,472,3.0
768,474,4.0
769,475,4.0
770,477,4.0
771,480,5.0
772,485,3.0
773,489,3.0
774,490,3.0
775,491,4.0
776,493,3.0
777,494,3.0
778,497,3.0
779,500,5.0
780,502,3.0
781,505,3.0
782,508,4.0
783,509,3.0
784,510,3.0
785,515,4.0
786,516,4.0
787,520,3.0
788,524,3.0
789,527,3.0
790,531,3.0
791,532,3.0
792,536,3.0
793,537,3.0
794,539,3.0
795,540,3.0
796,542,4.0
797,543,3.0
798,546,2.0
799,548,3.0
800,552,3.0
801,553,5.0
802,569,4.0
803,575,3.0
804,587,5.0
805,588,5.0
806,589,3.0
807,590,5.0
808,592,3.0
809,593,4.0
810,594,4.0
811,595,5.0
812,596,3.0
813,597,4.0
814,606,3.0
815,608,3.0
816,609,4.0
817,616,5.0
818,628,3.0
819,631,4.0
820,637,4.0
821,640,1.0
822,647,4.0
823,662,3.0
824,667,3.0
825,694,3.0
826,697,3.0
827,700,4.0
828,704,3.0
829,708,4.0
830,709,5.0
831,710,3.0
832,711,4.0
833,719,2.0
834,736,5.0
835,747,3.0
836,762,1.0
837,765,3.0
838,775,3.0
839,780,5.0
840,783,5.0
841,795,3.0
842,799,3.0
843,801,3.0
844,802,4.0
845,818,3.0
846,830,5.0
847,835,4.0
848,837,3.0
849,838,4.0
850,839,3.0
851,842,3.0
852,848,4.0
853,852,4.0
854,867,3.0
855,880,3.0
856,881,3.0
857,888,3.0
858,891,3.0
859,979,3.0
860,981,3.0
861,986,4.0
862,991,4.0
863,996,4.0
864,999,2.0
865,1004,4.0
866,1006,4.0
867,1042,3.0
868,1049,5.0
869,1061,4.0
870,1064,4.0
871,1073,3.0
872,1082,4.0
873,1084,3.0
874,1,4.5
875,50,4.5
876,58,3.0
877,150,4.5
878,165,4.0
879,260,5.0
880,356,5.0
881,380,3.0
882,466,5.0
883,480,5.0
884,587,2.0
885,588,3.0
886,589,2.5
887,592,3.0
888,593,5.0
889,595,3.5
890,648,4.0
891,750,4.0
892,780,4.5
893,920,3.0
894,924,4.0
895,1101,4.0
896,1183,1.5
897,1196,4.0
898,1208,4.0
899,1210,4.0
900,1219,5.0
901,1220,4.5
902,1240,5.0
903,1246,1.5
904,1270,5.0
905,1517,3.5
906,1584,5.0
907,1610,4.0
908,1617,3.0
909,1682,3.0
910,1784,0.5
911,1917,4.0
912,1923,1.5
913,1954,4.5
914,2019,5.0
915,2324,2.0
916,2353,3.5
917,2529,5.0
918,2628,1.5
919,2640,3.0
920,2671,4.5
921,2683,2.0
922,2688,2.5
923,2701,1.5
924,2717,3.5
925,2762,4.5
926,2858,4.0
927,3114,4.5
928,3354,1.5
929,3408,4.5
930,3578,1.5
931,3623,1.0
932,3793,3.5
933,3869,5.0
934,3916,4.0
935,3977,2.5
936,3994,3.0
937,4018,4.0
938,4223,2.0
939,4246,2.0
940,4306,4.0
941,4310,0.5
942,4370,4.5
943,4643,1.0
944,4700,1.5
945,4844,1.5
946,4874,3.0
947,4886,4.0
948,4896,4.0
949,4963,4.0
950,4993,4.5
951,4995,4.5
952,5218,3.5
953,5349,3.5
954,5378,0.5
955,5445,4.0
956,5459,3.0
957,5464,3.0
958,5502,1.5
959,5618,5.0
960,5816,4.5
961,5952,4.5
962,5989,4.0
963,5991,4.5
964,6333,4.0
965,6365,4.0
966,6534,0.5
967,6539,4.5
968,6863,4.5
969,6934,2.0
970,7143,4.5
971,7153,4.0
972,7155,3.0
973,7445,4.0
974,8207,4.5
975,8360,3.5
976,8368,2.5
977,8373,2.0
978,8528,4.5
979,8636,4.5
980,8665,3.5
981,8666,1.0
982,8783,1.0
983,8798,4.5
984,8808,1.5
985,8865,1.0
986,8870,3.5
987,8907,1.0
988,8908,4.5
989,8949,4.0
990,8957,4.0
991,8958,3.5
992,8961,4.0
993,8965,1.0
994,8970,2.5
995,8972,2.5
996,8984,4.0
997,27741,3.0
998,30812,3.5
999,30816,2.0
1000,31878,3.5
1001,32029,2.0
1002,32031,1.5
1003,32296,2.0
1004,32587,3.5
1005,33162,3.5
1006,33493,1.0
1007,33794,2.0
1008,33836,1.0
1009,34048,3.0
1010,34319,4.5
1011,37741,3.5
1012,38388,3.5
1013,42002,4.5
1014,45499,4.0
1015,45517,4.5
1016,45668,1.0
1017,45730,0.5
1018,46530,1.0
1019,48516,1.0
1020,48783,4.5
1021,48997,2.5
1022,49272,4.5
1023,49278,3.5
1024,49286,0.5
1025,49824,3.0
1026,2,4.0
1027,10,2.0
1028,11,4.0
1029,21,4.0
1030,32,3.0
1031,34,5.0
1032,39,3.0
1033,47,4.0
1034,50,5.0
1035,110,3.0
1036,141,3.0
1037,150,4.0
1038,153,2.0
1039,185,5.0
1040,186,4.0
1041,208,3.0
1042,231,4.0
1043,235,3.0
1044,236,3.0
1045,252,3.0
1046,253,5.0
1047,282,3.0
1048,292,3.0
1049,296,4.0
1050,317,3.0
1051,318,5.0
1052,339,3.0
1053,356,3.0
1054,357,5.0
1055,364,5.0
1056,367,3.0
1057,377,4.0
1058,380,5.0
1059,432,1.0
1060,440,3.0
1061,454,4.0
1062,457,3.0
1063,480,4.0
1064,500,2.0
1065,527,5.0
1066,539,3.0
1067,586,3.0
1068,587,3.0
1069,590,5.0
1070,592,3.0
1071,593,4.0
1072,597,3.0
1073,41,3.0
1074,187,3.0
1075,223,4.0
1076,371,3.0
1077,627,3.0
1078,922,4.0
1079,923,5.0
1080,1037,2.0
1081,1095,4.0
1082,1198,5.0
1083,1270,5.0
1084,1674,4.0
1085,1987,2.0
1086,2011,3.0
1087,2012,4.0
1088,2023,3.0
1089,2300,5.0
1090,2877,3.0
1091,2901,2.0
1092,3173,2.0
1093,3328,3.0
1094,3735,3.0
1095,4131,1.0
1096,4558,1.0
1097,4993,5.0
1098,5218,4.0
1099,5378,3.0
1100,5445,4.0
1101,5447,4.0
1102,5451,4.0
1103,5481,5.0
1104,5507,1.0
1105,5841,1.0
1106,5843,3.0
1107,5872,3.0
1108,5890,4.0
1109,5891,1.0
1110,5893,4.0
1111,5902,5.0
1112,5952,5.0
1113,5956,4.0
1114,5962,1.0
1115,5965,4.0
1116,5988,2.0
1117,6001,4.0
1118,6044,2.0
1119,296,1.0
1120,356,3.5
1121,588,4.0
1122,597,3.5
1123,912,4.0
1124,1028,0.5
1125,1088,3.0
1126,1247,3.0
1127,1307,3.0
1128,1784,3.5
1129,1907,4.0
1130,2571,0.5
1131,2671,3.5
1132,2762,0.5
1133,2858,1.0
1134,2959,0.5
1135,3578,4.0
1136,3882,3.0
1137,4246,3.5
1138,4306,4.5
1139,4447,4.5
1140,4993,4.0
1141,4995,4.0
1142,5066,3.0
1143,5377,3.5
1144,5620,3.0
1145,5943,3.0
1146,5952,4.0
1147,5957,3.0
1148,6155,3.0
1149,6266,3.0
1150,6377,3.5
1151,6535,4.0
1152,6942,4.0
1153,7149,4.0
1154,7151,3.0
1155,7153,4.0
1156,7154,4.0
1157,7169,4.5
1158,7293,3.5
1159,7375,4.0
1160,7451,3.5
1161,7458,5.0
1162,8529,3.5
1163,8533,5.0
1164,8636,3.5
1165,8665,3.5
1166,8808,3.0
1167,8869,5.0
1168,8961,2.5
1169,8969,3.5
1170,8970,1.0
1171,30749,3.5
1172,31433,2.5
1173,31685,4.5
1174,33145,3.0
1175,33679,3.0
1176,33794,5.0
1177,40629,3.0
1178,40819,4.0
1179,41285,2.5
1180,47099,3.0
1181,49272,5.0
1182,49286,5.0
1183,51662,3.0
1184,51705,4.5
1185,51834,1.5
1186,54286,3.5
1187,56367,3.5
1188,56949,3.0
1189,58047,3.5
1190,58559,4.5
1191,59333,2.5
1192,59421,2.0
1193,60397,3.0
1194,60950,2.0
1195,61250,2.5
1196,63113,3.5
1197,63992,4.5
1198,64969,0.5
1199,66203,3.5
1200,68954,4.0
1201,69406,4.5
1202,69844,3.0
1203,70183,3.0
1204,70293,0.5
1205,71579,5.0
1206,72011,2.5
1207,72330,3.5
1208,72407,3.0
1209,72720,3.5
1210,72737,3.5
1211,72998,2.5
1212,73017,3.0
1213,74450,3.0
1214,77841,2.0
1215,78772,3.0
1216,79091,5.0
1217,80549,3.5
1218,81784,2.5
1219,81845,5.0
1220,81847,3.5
1221,82167,3.5
1222,82499,2.0
1223,84374,3.5
1224,86548,3.0
1225,87222,3.5
1226,88163,4.0
1227,88810,3.0
1228,91104,3.0
1229,91529,5.0
1230,92259,5.0
1231,94070,4.5
1232,95167,4.0
1233,95449,4.0
1234,95510,3.0
1235,95543,3.5
1236,96079,5.0
1237,97024,0.5
1238,97938,1.0
1239,98203,3.0
1240,103335,4.0
1241,103339,4.0
1242,104374,4.0
1243,105211,2.5
1244,106489,3.5
1245,106696,4.5
1246,106782,1.0
1247,107141,2.0
1248,109374,0.5
1249,109487,0.5
1250,109853,4.0
1251,112006,4.0
1252,113275,4.5
1253,113394,4.0
1254,119145,1.0
1255,129428,3.5
1256,136020,5.0
1257,137595,4.0
1258,140110,5.0
1259,6,5.0
1260,10,3.0
1261,36,4.0
1262,44,2.0
1263,95,3.0
1264,110,5.0
1265,150,5.0
1266,153,3.0
1267,165,3.0
1268,170,4.0
1269,208,3.0
1270,292,4.0
1271,318,4.0
1272,349,5.0
1273,356,5.0
1274,368,3.0
1275,376,2.0
1276,377,3.0
1277,380,4.0
1278,434,3.0
1279,457,5.0
1280,466,3.0
1281,474,4.0
1282,480,4.0
1283,493,3.0
1284,511,4.0
1285,529,5.0
1286,589,4.0
1287,593,5.0
1288,648,4.0
1289,733,4.0
1290,736,4.0
1291,780,4.0
1292,1100,3.0
1293,1101,5.0
1294,1210,4.0
1295,1358,4.0
1296,1370,3.0
1297,1385,3.0
1298,1391,1.0
1299,1408,5.0
1300,1438,3.0
1301,1518,4.0
1302,1552,4.0
1303,1573,3.0
1304,1584,5.0
1305,1586,4.0
1306,1597,4.0
1307,1604,4.0
1308,1608,4.0
1309,1616,3.0
1310,1687,3.0
1311,1693,5.0
1312,1704,4.0
1313,1721,5.0
1314,1784,5.0
1315,1840,4.0
1316,1882,2.0
1317,1917,4.0
1318,1918,4.0
1319,1923,4.0
1320,2002,2.0
1321,2027,3.0
1322,2028,5.0
1323,39,4.0
1324,168,5.0
1325,222,5.0
1326,256,5.0
1327,261,4.5
1328,277,3.0
1329,357,3.5
1330,543,3.5
1331,830,4.0
1332,838,5.0
1333,920,4.5
1334,1265,3.5
1335,1357,5.0
1336,1405,3.0
1337,1721,5.0
1338,1876,3.5
1339,2072,5.0
1340,2100,3.5
1341,2421,3.0
1342,2485,5.0
1343,2572,5.0
1344,2581,5.0
1345,2694,4.0
1346,2717,5.0
1347,3668,5.0
1348,3967,4.5
1349,4018,4.5
1350,5620,4.0
1351,6942,5.0
1352,8533,5.0
1353,40629,5.0
1354,63992,5.0
1355,47,5.0
1356,305,1.0
1357,597,3.0
1358,1173,3.0
1359,1198,5.0
1360,1590,4.0
1361,1619,3.0
1362,1639,4.0
1363,1721,4.0
1364,2145,3.0
1365,2174,3.0
1366,2541,2.0
1367,2571,5.0
1368,3300,4.0
1369,3409,2.0
1370,3513,3.0
1371,3578,5.0
1372,3624,4.0
1373,3717,3.0
1374,3753,4.0
1375,3793,4.0
1376,3798,4.0
1377,3827,4.0
1378,3863,4.0
1379,3893,3.0
1380,3897,4.0
1381,3952,3.0
1382,3977,3.0
1383,3996,5.0
1384,4011,5.0
1385,4148,4.0
1386,4,3.0
1387,7,3.0
1388,19,1.0
1389,25,4.0
1390,32,4.0
1391,39,3.0
1392,47,5.0
1393,95,5.0
1394,105,3.0
1395,110,5.0
1396,150,4.0
1397,153,2.0
1398,193,3.0
1399,231,3.0
1400,266,5.0
1401,282,5.0
1402,288,4.0
1403,296,3.0
1404,318,3.0
1405,337,5.0
1406,339,4.0
1407,344,2.0
1408,351,3.0
1409,356,4.0
1410,367,1.0
1411,376,4.0
1412,377,3.0
1413,383,4.0
1414,434,4.0
1415,448,3.0
1416,455,3.0
1417,477,4.0
1418,480,3.0
1419,491,3.0
1420,508,3.0
1421,509,5.0
1422,524,3.0
1423,527,3.0
1424,539,4.0
1425,540,3.0
1426,552,3.0
1427,553,4.0
1428,586,3.0
1429,590,4.0
1430,592,2.0
1431,593,4.0
1432,597,3.0
1433,784,1.0
1434,1,2.5
1435,44,1.0
1436,47,3.5
1437,158,1.0
1438,172,1.0
1439,256,3.0
1440,260,5.0
1441,293,3.0
1442,296,4.0
1443,318,5.0
1444,355,1.0
1445,356,5.0
1446,364,3.0
1447,527,5.0
1448,588,3.0
1449,589,5.0
1450,596,2.0
1451,780,3.5
1452,849,2.0
1453,858,4.0
1454,1196,5.0
1455,1198,4.0
1456,1200,5.0
1457,1210,5.0
1458,1214,5.0
1459,1240,4.0
1460,1265,3.5
1461,1270,5.0
1462,1347,3.0
1463,1527,3.0
1464,1653,4.5
1465,1909,2.5
1466,2001,5.0
1467,2011,5.0
1468,2012,4.0
1469,2028,3.5
1470,2081,3.0
1471,2085,1.5
1472,2150,5.0
1473,2278,2.5
1474,2329,4.5
1475,2571,4.0
1476,2762,3.0
1477,2858,4.0
1478,2916,4.5
1479,2959,2.5
1480,3147,5.0
1481,3156,5.0
1482,3499,4.0
1483,3510,5.0
1484,3535,3.5
1485,3555,4.0
1486,3578,5.0
1487,3617,1.5
1488,3753,3.0
1489,3949,4.0
1490,3994,3.0
1491,4018,4.0
1492,4022,3.5
1493,4226,1.5
1494,4306,3.0
1495,4370,4.0
1496,4720,5.0
1497,4886,3.5
1498,4993,3.5
1499,4995,5.0
1500,5445,4.0
1501,5618,3.0
1502,5952,3.5
1503,5971,2.0
1504,5989,5.0
1505,6377,3.0
1506,6502,3.5
1507,6874,3.0
1508,7254,3.5
1509,7438,3.0
1510,8360,2.5
1511,8644,3.5
1512,8961,2.5
1513,33493,5.0
1514,48304,4.5
1515,48774,3.0
1516,48780,4.5
1517,50872,3.0
1518,56174,3.5
1519,58559,2.0
1520,59315,2.0
1521,60069,3.5
1522,63859,3.0
1523,64614,4.0
1524,68237,3.0
1525,68954,3.5
1526,69757,4.0
1527,70286,3.5
1528,71057,4.0
1529,71264,2.5
1530,72998,3.0
1531,79132,3.5
1532,84152,5.0
1533,84954,4.5
1534,85414,3.5
1535,89745,2.0
1536,91500,3.0
1537,91529,2.0
1538,94864,3.0
1539,96610,3.0
1540,97938,4.0
1541,99114,1.0
1542,101864,4.0
1543,103249,3.5
1544,104841,4.5
1545,105504,4.0
1546,109374,2.0
1547,109487,4.0
1548,110102,1.5
1549,111759,4.5
1550,112556,4.5
1551,112852,1.5
1552,115149,2.0
1553,115713,2.0
1554,120466,2.5
1555,122882,2.0
1556,122886,5.0
1557,122904,2.0
1558,122922,2.0
1559,122924,1.0
1560,134130,4.0
1561,134853,4.5
1562,143385,3.0
1563,152077,5.0
